"label_name","album_name","token","code","activationDate","status","mapped","createdAt","updatedAt"
"Waleed Tahir","Best Album Ever","96a77f75c63eea401cfe675a98c28163776","744542","Thu Jan 02 2025 08:23:08 GMT+0000 (Coordinated Universal Time)","active",false,"2025-01-02T08:23:08.148Z","2025-01-02T08:23:08.148Z"
"Waleed Tahir","Best Album Ever","df7862ac621c0e4060f728429cec22f3871","588014","Thu Jan 02 2025 08:23:08 GMT+0000 (Coordinated Universal Time)","active",false,"2025-01-02T08:23:08.148Z","2025-01-02T08:23:08.148Z"
"Waleed Tahir","Best Album Ever","6fe7bcaae94e3a1858ebdb6eea479eb6562","729373","Thu Jan 02 2025 08:23:08 GMT+0000 (Coordinated Universal Time)","active",false,"2025-01-02T08:23:08.149Z","2025-01-02T08:23:08.149Z"
"Waleed Tahir","Best Album Ever","02190c451c2b94d1e3b31612b79e4a84127","397753","Thu Jan 02 2025 08:23:08 GMT+0000 (Coordinated Universal Time)","active",false,"2025-01-02T08:23:08.149Z","2025-01-02T08:23:08.149Z"
"Waleed Tahir","Best Album Ever","0676f5bf3d2f364d520ed2d2faaea159771","315841","Thu Jan 02 2025 08:23:08 GMT+0000 (Coordinated Universal Time)","active",false,"2025-01-02T08:23:08.149Z","2025-01-02T08:23:08.149Z"
"Waleed Tahir","Best Album Ever","3468ebc1e68b5f611d9e3f4c9bfed61771","942166","Thu Jan 02 2025 08:23:08 GMT+0000 (Coordinated Universal Time)","active",false,"2025-01-02T08:23:08.149Z","2025-01-02T08:23:08.149Z"
"Waleed Tahir","Best Album Ever","6e1613af6f7e0b9b120d116522a7fe42463","589913","Thu Jan 02 2025 08:23:08 GMT+0000 (Coordinated Universal Time)","active",false,"2025-01-02T08:23:08.149Z","2025-01-02T08:23:08.149Z"
"Waleed Tahir","Best Album Ever","12a8010e09836b206999282ac35d659f152","648995","Thu Jan 02 2025 08:23:08 GMT+0000 (Coordinated Universal Time)","active",false,"2025-01-02T08:23:08.149Z","2025-01-02T08:23:08.149Z"
"Waleed Tahir","Best Album Ever","9a31fa8633af728069b2da1193dfd8ed865","784656","Thu Jan 02 2025 08:23:08 GMT+0000 (Coordinated Universal Time)","active",false,"2025-01-02T08:23:08.149Z","2025-01-02T08:23:08.149Z"
"Waleed Tahir","Best Album Ever","5199a89aac1b91ce000a8ef75a7bdef5464","468950","Thu Jan 02 2025 08:23:08 GMT+0000 (Coordinated Universal Time)","active",false,"2025-01-02T08:23:08.149Z","2025-01-02T08:23:08.149Z"
